2027 GKS-U Available Departments,__EMPTY,__EMPTY_1,__EMPTY_2,__EMPTY_3,__EMPTY_4,__EMPTY_5,__EMPTY_6,__EMPTY_7,__EMPTY_8,__EMPTY_9,__EMPTY_10,__EMPTY_11,__EMPTY_12,__EMPTY_13,__EMPTY_14,__EMPTY_15,__EMPTY_16,Source_File,Sheet_Name,2027 GKS-Korea University Available Departments for Undergraduate Degrees,__EMPTY_17
1,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,유학・동양학과,Confucian and Oriental Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://scos.skku.edu/scos/course/Oriental.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
2,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,국어국문학과,Korean Language & Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/korean/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
3,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,영어영문학과,English Language & Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/english/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
4,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,프랑스어문학과,French Language & Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/french/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
5,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,중어중문학과,Chinese Language & Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/chinese/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
6,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,독어독문학과,German Language & Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/german/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
7,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,러시아어문학과,Russian Language & Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://russian.skku.edu/russian/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
8,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,한문학과,Chinese Character,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/klcc/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
9,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,사학과,History,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://history.skku.edu/history/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
10,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,철학과,Philosophy,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/philosophy/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
11,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,문헌정보학과,Library & Information Science,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://lis.skku.edu/lis/index.do,+82-2-760-0016,"Affiliated College- Humanities 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
12,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,행정학과,Public Administration,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://gsg.skku.edu/gsg/index.do,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
13,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,정치외교학과,Political Diplomacy,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/psd/index.do,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
14,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,미디어커뮤니케이션학과,Media & Communication,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://mediacomm.skku.edu/mediacomm/index.do,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
15,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,사회학과,Sociology,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://soc.skku.edu/soc/index.do,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
16,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,사회복지학과,Social Welfare,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/welfare/index.do,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
17,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,심리학과,Psychology,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://psych.skku.edu/psy/index.do,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
18,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,소비자학과,Consumer Science,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://cf.skku.edu/skkucf/index.do,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
19,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,아동・청소년학과,Child Psychology and Education,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,http://child.skku.edu/,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
20,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,경제학과,Economics,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://ecostat.skku.edu/ecostat/index.do,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
21,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,통계학과,Statistics,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://stat.skku.edu/stat/index.do,+82-2-760-0016,"Affiliated College- Social Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
22,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,경영학과,Business Administration,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/bus/index.do,+82-2-760-0016,,available departments (4).xlsx,Sungkyunkwan University,,
23,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,영상학과,Visual Media & Art,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://ott.skku.edu/ftm-skku-edu/ftm-skku-edu,+82-2-760-0016,,available departments (4).xlsx,Sungkyunkwan University,,
24,성균관대학교,Sungkyunkwan University,Embassy Track,A,Humanities&Social Sciences/Seoul,의상학과,Dressmaking,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://fashion.skku.edu/fashion/index.do,+82-2-760-0016,,available departments (4).xlsx,Sungkyunkwan University,,
25,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",생명과학과,Life Science,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,http://bio.skku.edu/,+82-2-760-0016,"Affiliated College- Natural Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
26,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",수학과,Mathematics,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://math.skku.edu/math/index.do,+82-2-760-0016,"Affiliated College- Natural Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
27,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",물리학과,Physics,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/physics/index.do,+82-2-760-0016,"Affiliated College- Natural Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
28,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",화학과,Chemistry,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://chem.skku.edu/chem/index.do,+82-2-760-0016,"Affiliated College- Natural Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
29,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",식품생명공학과,Food Life Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/foodlife/index.do,+82-2-760-0016,"Affiliated College- Natural Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
30,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",바이오메카트로닉스학과,Biomechatronic Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/biomecha/index.do,+82-2-760-0016,"Affiliated College- Natural Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
31,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",융합생명공학과,Integrative Biotechnology,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://skb.skku.edu/gene/index.do,+82-2-760-0016,"Affiliated College- Natural Sciences 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
32,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",화학공학부,Chemical Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://cheme.skku.edu/,+82-2-760-0016,"Affiliated College- Engineering 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
33,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",신소재공학부,New Materials Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://amse.skku.edu/AMSE/index.do,+82-2-760-0016,"Affiliated College- Engineering 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
34,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",기계공학부,Mechanical Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://mech.skku.edu/me/index.do,+82-2-760-0016,"Affiliated College- Engineering 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
35,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",건설환경공학부,Environmental Construction Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,http://cal.skku.edu/,+82-2-760-0016,"Affiliated College- Engineering 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
36,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",나노공학과,Nanotechnology,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,http://nano.skku.edu/,+82-2-760-0016,"Affiliated College- Engineering 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
37,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",시스템경영공학과,Systems Management Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://sme.skku.edu/iesys/index.do,+82-2-760-0016,"Affiliated College- Engineering 
(Students apply for specific major at the end of the freshmen year, based on the one's interest and academic achievement)",available departments (4).xlsx,Sungkyunkwan University,,
38,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",전자전기정보공학부,Electrical & Computer Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,https://eee.skku.edu/eee/index.do,+82-2-760-0016,,available departments (4).xlsx,Sungkyunkwan University,,
39,성균관대학교,Sungkyunkwan University,Embassy Track,A,"Natural Sciences/Gyeonggi, Suwon",컴퓨터공학과,Computer Science & Engineering,공학,Engineering,Bachelor's degree,4,Korean/English,TOPIK 4 or above,March or September,https://cse.skku.edu/cse/index.do,+82-2-760-0016,,available departments (4).xlsx,Sungkyunkwan University,,
No.,대학명,"University
(대학알리미 공시 명칭)","Application
Track",Embassy Track Type,Campus Location,학과명,"Department
(대학알리미 공시 명칭)",학과계열,"Field of Study
(Division)",Degree Program,"Period
(years)",Medium of Instruction,Required TOPIK for Admission after Language Program,Program starts,Website URL for detailed information,Telephone for detailed information,Remarks,available departments (5).xlsx,Sungshin Women's University,,
1,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,국제학부(뷰티·패션디자인전공),International School of Korean Culture and Technology(Beauty and Fashion Design Major),예체능,Arts & Sports,Bachelor's degree,4,English 100%,"Students must meet both of the following language requirements:
1. TOPIK 3 or above
2. IELTS 5.5 or above, or TOEFL iBT 3.5 or above",March or September,https://www.sungshin.ac.kr/siie_kor/20424/subview.do,+82-2-920-7994,International School exclusively for foreign students,available departments (5).xlsx,Sungshin Women's University,,
2,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,국제학부(글로벌한국학전공-K-컬처 앤 엔터 트랙),International School of Korean Culture and Technology(Global Korean Studies Major - K-Culture and Entertainmen Track),인문,Humanities,Bachelor's degree,4,English 100%,"Students must meet both of the following language requirements:
1. TOPIK 3 or above
2. IELTS 5.5 or above, or TOEFL iBT 3.5 or above",March or September,https://www.sungshin.ac.kr/siie_kor/20424/subview.do,+82-2-920-7994,International School exclusively for foreign students,available departments (5).xlsx,Sungshin Women's University,,
3,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,국제학부(글로벌한국학전공-한국어교육 트랙),International School of Korean Culture and Technology(Global Korean Studies Major - Korean Education Track),인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/siie_kor/20424/subview.do,+82-2-920-7994,International School exclusively for foreign students,available departments (5).xlsx,Sungshin Women's University,,
4,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,국어국문학과,Korean Language and Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/korean/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
5,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,영어영문학과,English Language and Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/english/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
6,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,독일어문·문화학과,"German Language, Literature, and Culture",인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/german/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
7,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,프랑스어문·문화학과,"French Language, Literature, and Culture",인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/france/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
8,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,일본어문·문화학과,"Japanese Language, Literature, and Culture",인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/japanese/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
9,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,중국어문·문화학과,"Chinese Language, Literature, and Culture",인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/chinese/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
10,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,사학과,History,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/history/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
11,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,문화예술경영학과,Culture & Art Management ,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/cultureart/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
12,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,미디어영상연기학과,Acting for Visual Media,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/vmacting/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
13,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,현대실용음악학과,Contemporary Music,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/ctpmusic/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
14,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,무용예술학과,Dance Art,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/danceart/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
15,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,정치외교학과,Political Science and Diplomacy ,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/politics/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
16,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,심리학과,Psychology,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/psy/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
17,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,지리학과,Geography,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/geographic/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
18,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,경제학과,Economics,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/economic/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
19,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,미디어커뮤니케이션학과,Media Communication ,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/mediacomm/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
20,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,경영학과,Business Administration,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/bizadm/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
21,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,사회복지학과,Social Welfare ,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/welfare/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
22,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,법학부,School of Law,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/lawdean/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
23,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,수리통계데이터사이언스학부(수학/핀테크전공),"School of Mathematics, Statistics and Data Science(Mathematics/Financial Technology Major)",자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/math-statistics/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
24,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,수리통계데이터사이언스학부(통계학/빅데이터사이언스전공),"School of Mathematics, Statistics and Data Science(Statistics/Big Data Science Major)",자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/math-statistics/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
25,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,화학·에너지융합학부(화학/스마트에너지전공),School of Chemistry and Energy(Chemistry/Smart Energy Major),자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/chem-energy/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
26,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,바이오헬스융합학부(바이오헬스서비스/식품영양학전공),School of Bio-Health Convergence(Bio-Health Service/Food and Nutrition Major),자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/biohealth/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
27,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,청정신소재공학과,Environment & New Materials Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/eng/11754/subview.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
28,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,바이오식품공학과,Food Science and Biotechnology,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/bif/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
29,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,바이오신약의과학부(생명공학/바이오신약/글로벌의과학전공),"School of Biopharmaceutical and Medical Sciences
(Biotechnology/Biopharmaceutical Science/Global Medical Science Major)",자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/biopharm/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
30,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,AI융합학과,AI Convergence,인공지능(AI),Artificial Intelligence(AI),Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/aiot/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
31,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,융합AI반도체공학과,Convergence AI and Semiconductor Engineering,인공지능(AI),Artificial Intelligence(AI),Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/aiot/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
32,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,컴퓨터공학과,Computer Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/ce/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
